Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 187775ms | tok/sec: 872 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00774 (25.6%) | loss: 3.150810 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,488 | mfu: 39.5% | epoch: 1 | remaining: 223s    
step 00775 (25.6%) | loss: 3.146861 | lrm: 1.00 | dt: 103ms | tok/sec: 1,588,867 | mfu: 38.4% | epoch: 1 | remaining: 223s    
step 00776 (25.7%) | loss: 3.150861 | lrm: 1.00 | dt: 103ms | tok/sec: 1,592,745 | mfu: 38.5% | epoch: 1 | remaining: 223s    
step 00777 (25.7%) | loss: 3.152504 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,616 | mfu: 39.6% | epoch: 1 | remaining: 223s    
step 00778 (25.7%) | loss: 3.157985 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,035 | mfu: 39.9% | epoch: 1 | remaining: 223s    
step 00779 (25.8%) | loss: 3.159785 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,683 | mfu: 39.6% | epoch: 1 | remaining: 223s    
step 00780 (25.8%) | loss: 3.160306 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,200 | mfu: 39.5% | epoch: 1 | remaining: 222s    
step 00781 (25.8%) | loss: 3.161545 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,907 | mfu: 39.7% | epoch: 1 | remaining: 222s    
step 00782 (25.9%) | loss: 3.162013 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,501 | mfu: 39.7% | epoch: 1 | remaining: 222s    
step 00783 (25.9%) | loss: 3.164268 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,497 | mfu: 39.7% | epoch: 1 | remaining: 222s    
step 00784 (25.9%) | loss: 3.169445 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,433 | mfu: 39.1% | epoch: 1 | remaining: 222s    
step 00785 (26.0%) | loss: 3.167028 | lrm: 1.00 | dt: 104ms | tok/sec: 1,572,146 | mfu: 38.0% | epoch: 1 | remaining: 222s    
step 00786 (26.0%) | loss: 3.152960 | lrm: 1.00 | dt: 102ms | tok/sec: 1,610,770 | mfu: 38.9% | epoch: 1 | remaining: 222s    
step 00787 (26.0%) | loss: 3.154816 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,945 | mfu: 39.8% | epoch: 1 | remaining: 222s    
step 00788 (26.1%) | loss: 3.150012 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,517 | mfu: 39.4% | epoch: 1 | remaining: 222s    
step 00789 (26.1%) | loss: 3.146872 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,309 | mfu: 39.5% | epoch: 1 | remaining: 222s    
step 00790 (26.1%) | loss: 3.151458 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,920 | mfu: 39.5% | epoch: 1 | remaining: 221s    
step 00791 (26.2%) | loss: 3.153674 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,948 | mfu: 39.6% | epoch: 1 | remaining: 221s    
step 00792 (26.2%) | loss: 3.144621 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,165 | mfu: 40.0% | epoch: 1 | remaining: 221s    
step 00793 (26.2%) | loss: 3.137733 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,983 | mfu: 39.5% | epoch: 1 | remaining: 221s    
step 00794 (26.3%) | loss: 3.140358 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,096 | mfu: 39.3% | epoch: 1 | remaining: 221s    
step 00795 (26.3%) | loss: 3.143502 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,160 | mfu: 39.1% | epoch: 1 | remaining: 221s    
step 00796 (26.3%) | loss: 3.145813 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,390 | mfu: 39.2% | epoch: 1 | remaining: 221s    
step 00797 (26.4%) | loss: 3.148890 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,219 | mfu: 39.3% | epoch: 1 | remaining: 221s    
step 00798 (26.4%) | loss: 3.149878 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,232 | mfu: 39.5% | epoch: 1 | remaining: 221s    
step 00799 (26.4%) | loss: 3.152810 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,786 | mfu: 39.7% | epoch: 1 | remaining: 221s    
step 00800 (26.5%) | loss: 3.147575 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,363 | mfu: 39.6% | epoch: 1 | remaining: 220s    
step 00801 (26.5%) | loss: 3.142019 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,835 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00802 (26.5%) | loss: 3.145805 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,348 | mfu: 39.7% | epoch: 1 | remaining: 220s    
step 00803 (26.6%) | loss: 3.148052 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,369 | mfu: 39.3% | epoch: 1 | remaining: 220s    
step 00804 (26.6%) | loss: 3.147876 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,508 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00805 (26.6%) | loss: 3.151159 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,407 | mfu: 39.3% | epoch: 1 | remaining: 220s    
step 00806 (26.7%) | loss: 3.151282 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,636 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00807 (26.7%) | loss: 3.152228 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,360 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00808 (26.7%) | loss: 3.154972 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,566 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00809 (26.8%) | loss: 3.155752 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,808 | mfu: 39.6% | epoch: 1 | remaining: 220s    
step 00810 (26.8%) | loss: 3.157624 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,213 | mfu: 39.5% | epoch: 1 | remaining: 219s    
step 00811 (26.8%) | loss: 3.161706 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,780 | mfu: 39.6% | epoch: 1 | remaining: 219s    
step 00812 (26.9%) | loss: 3.156447 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,617 | mfu: 39.1% | epoch: 1 | remaining: 219s    
step 00813 (26.9%) | loss: 3.148949 | lrm: 1.00 | dt: 102ms | tok/sec: 1,605,115 | mfu: 38.8% | epoch: 1 | remaining: 219s    
step 00814 (26.9%) | loss: 3.145115 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,205 | mfu: 39.2% | epoch: 1 | remaining: 219s    
step 00815 (27.0%) | loss: 3.153764 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,966 | mfu: 39.2% | epoch: 1 | remaining: 219s    
step 00816 (27.0%) | loss: 3.145174 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,290 | mfu: 39.1% | epoch: 1 | remaining: 219s    
step 00817 (27.0%) | loss: 3.150070 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,165 | mfu: 39.3% | epoch: 1 | remaining: 219s    
step 00818 (27.1%) | loss: 3.153262 | lrm: 1.00 | dt: 109ms | tok/sec: 1,507,432 | mfu: 36.4% | epoch: 1 | remaining: 219s    
step 00819 (27.1%) | loss: 3.146310 | lrm: 1.00 | dt: 98ms | tok/sec: 1,670,352 | mfu: 40.4% | epoch: 1 | remaining: 219s    
step 00820 (27.1%) | loss: 3.147115 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,680 | mfu: 39.8% | epoch: 1 | remaining: 218s    
step 00821 (27.2%) | loss: 3.143852 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,120 | mfu: 39.6% | epoch: 1 | remaining: 218s    
step 00822 (27.2%) | loss: 3.144614 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,555 | mfu: 39.5% | epoch: 1 | remaining: 218s    
step 00823 (27.2%) | loss: 3.138590 | lrm: 1.00 | dt: 102ms | tok/sec: 1,609,423 | mfu: 38.9% | epoch: 1 | remaining: 218s    
step 00824 (27.3%) | loss: 3.138514 | lrm: 1.00 | dt: 113ms | tok/sec: 1,449,943 | mfu: 35.0% | epoch: 1 | remaining: 218s    
step 00825 (27.3%) | loss: 3.143091 | lrm: 1.00 | dt: 98ms | tok/sec: 1,665,769 | mfu: 40.2% | epoch: 1 | remaining: 218s    
step 00826 (27.4%) | loss: 3.144664 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,538 | mfu: 39.9% | epoch: 1 | remaining: 218s    
step 00827 (27.4%) | loss: 3.142548 | lrm: 1.00 | dt: 102ms | tok/sec: 1,603,149 | mfu: 38.7% | epoch: 1 | remaining: 218s    
step 00828 (27.4%) | loss: 3.138057 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,979 | mfu: 39.6% | epoch: 1 | remaining: 218s    
step 00829 (27.5%) | loss: 3.142438 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,684 | mfu: 39.3% | epoch: 1 | remaining: 218s    
step 00830 (27.5%) | loss: 3.144520 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,626 | mfu: 39.5% | epoch: 1 | remaining: 217s    
step 00831 (27.5%) | loss: 3.144773 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,178 | mfu: 39.3% | epoch: 1 | remaining: 217s    
step 00832 (27.6%) | loss: 3.148185 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,038 | mfu: 39.3% | epoch: 1 | remaining: 217s    
step 00833 (27.6%) | loss: 3.150011 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,404 | mfu: 39.1% | epoch: 1 | remaining: 217s    
step 00834 (27.6%) | loss: 3.145691 | lrm: 1.00 | dt: 102ms | tok/sec: 1,603,010 | mfu: 38.7% | epoch: 1 | remaining: 217s    
step 00835 (27.7%) | loss: 3.147785 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,283 | mfu: 39.7% | epoch: 1 | remaining: 217s    
step 00836 (27.7%) | loss: 3.141675 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,292 | mfu: 39.6% | epoch: 1 | remaining: 217s    
step 00837 (27.7%) | loss: 3.142664 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,191 | mfu: 39.1% | epoch: 1 | remaining: 217s    
step 00838 (27.8%) | loss: 3.144469 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,054 | mfu: 39.1% | epoch: 1 | remaining: 217s    
step 00839 (27.8%) | loss: 3.146669 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,540 | mfu: 39.3% | epoch: 1 | remaining: 217s    
step 00840 (27.8%) | loss: 3.147069 | lrm: 1.00 | dt: 101ms | tok/sec: 1,624,965 | mfu: 39.3% | epoch: 1 | remaining: 216s    
step 00841 (27.9%) | loss: 3.142820 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,488 | mfu: 39.3% | epoch: 1 | remaining: 216s    
step 00842 (27.9%) | loss: 3.143135 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,101 | mfu: 39.1% | epoch: 1 | remaining: 216s    
step 00843 (27.9%) | loss: 3.140228 | lrm: 1.00 | dt: 102ms | tok/sec: 1,611,895 | mfu: 38.9% | epoch: 1 | remaining: 216s    
step 00844 (28.0%) | loss: 3.142610 | lrm: 1.00 | dt: 101ms | tok/sec: 1,623,342 | mfu: 39.2% | epoch: 1 | remaining: 216s    
step 00845 (28.0%) | loss: 3.143214 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,765 | mfu: 39.3% | epoch: 1 | remaining: 216s    
step 00846 (28.0%) | loss: 3.141463 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,668 | mfu: 39.4% | epoch: 1 | remaining: 216s    
step 00847 (28.1%) | loss: 3.143901 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,656 | mfu: 39.5% | epoch: 1 | remaining: 216s    
step 00848 (28.1%) | loss: 3.143970 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,090 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00849 (28.1%) | loss: 3.138203 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,852 | mfu: 39.7% | epoch: 1 | remaining: 216s    
step 00850 (28.2%) | loss: 3.140208 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,507 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00851 (28.2%) | loss: 3.135694 | lrm: 1.00 | dt: 102ms | tok/sec: 1,613,792 | mfu: 39.0% | epoch: 1 | remaining: 215s    
step 00852 (28.2%) | loss: 3.143332 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,874 | mfu: 39.5% | epoch: 1 | remaining: 215s    
step 00853 (28.3%) | loss: 3.136754 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,050 | mfu: 39.1% | epoch: 1 | remaining: 215s    
step 00854 (28.3%) | loss: 3.139389 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,477 | mfu: 39.3% | epoch: 1 | remaining: 215s    
step 00855 (28.3%) | loss: 3.134008 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,092 | mfu: 39.5% | epoch: 1 | remaining: 215s    
step 00856 (28.4%) | loss: 3.133537 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,715 | mfu: 39.6% | epoch: 1 | remaining: 215s    
step 00857 (28.4%) | loss: 3.131204 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,885 | mfu: 39.6% | epoch: 1 | remaining: 215s    
step 00858 (28.4%) | loss: 3.126611 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,972 | mfu: 39.7% | epoch: 1 | remaining: 215s    
step 00859 (28.5%) | loss: 3.123405 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,812 | mfu: 39.5% | epoch: 1 | remaining: 215s    
step 00860 (28.5%) | loss: 3.132798 | lrm: 1.00 | dt: 109ms | tok/sec: 1,508,776 | mfu: 36.5% | epoch: 1 | remaining: 214s    
step 00861 (28.5%) | loss: 3.134796 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,855 | mfu: 39.7% | epoch: 1 | remaining: 214s    
step 00862 (28.6%) | loss: 3.133241 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,581 | mfu: 39.3% | epoch: 1 | remaining: 214s    
step 00863 (28.6%) | loss: 3.128796 | lrm: 1.00 | dt: 102ms | tok/sec: 1,601,837 | mfu: 38.7% | epoch: 1 | remaining: 214s    
step 00864 (28.6%) | loss: 3.131665 | lrm: 1.00 | dt: 101ms | tok/sec: 1,623,879 | mfu: 39.2% | epoch: 1 | remaining: 214s    
step 00865 (28.7%) | loss: 3.131693 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,881 | mfu: 39.5% | epoch: 1 | remaining: 214s    
step 00866 (28.7%) | loss: 3.134944 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,163 | mfu: 39.8% | epoch: 1 | remaining: 214s    
step 00867 (28.7%) | loss: 3.133618 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,190 | mfu: 40.0% | epoch: 1 | remaining: 214s    
step 00868 (28.8%) | loss: 3.132667 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,623 | mfu: 39.2% | epoch: 1 | remaining: 214s    
step 00869 (28.8%) | loss: 3.133873 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,797 | mfu: 39.5% | epoch: 1 | remaining: 214s    
step 00870 (28.8%) | loss: 3.131558 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,683 | mfu: 39.5% | epoch: 1 | remaining: 213s    
step 00871 (28.9%) | loss: 3.137189 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,774 | mfu: 39.8% | epoch: 1 | remaining: 213s    
step 00872 (28.9%) | loss: 3.139145 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,222 | mfu: 39.4% | epoch: 1 | remaining: 213s    
step 00873 (28.9%) | loss: 3.140898 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,998 | mfu: 39.5% | epoch: 1 | remaining: 213s    
step 00874 (29.0%) | loss: 3.139384 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,916 | mfu: 39.2% | epoch: 1 | remaining: 213s    
step 00875 (29.0%) | loss: 3.138282 | lrm: 1.00 | dt: 101ms | tok/sec: 1,624,935 | mfu: 39.3% | epoch: 1 | remaining: 213s    
step 00876 (29.0%) | loss: 3.138483 | lrm: 1.00 | dt: 101ms | tok/sec: 1,630,204 | mfu: 39.4% | epoch: 1 | remaining: 213s    
step 00877 (29.1%) | loss: 3.134706 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,736 | mfu: 39.7% | epoch: 1 | remaining: 213s    
step 00878 (29.1%) | loss: 3.135008 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,831 | mfu: 39.6% | epoch: 1 | remaining: 213s    
step 00879 (29.1%) | loss: 3.135571 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,239 | mfu: 39.6% | epoch: 1 | remaining: 213s    
step 00880 (29.2%) | loss: 3.136928 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,543 | mfu: 39.4% | epoch: 1 | remaining: 212s    
step 00881 (29.2%) | loss: 3.138868 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,010 | mfu: 39.4% | epoch: 1 | remaining: 212s    
step 00882 (29.2%) | loss: 3.131207 | lrm: 1.00 | dt: 108ms | tok/sec: 1,519,528 | mfu: 36.7% | epoch: 1 | remaining: 212s    
step 00883 (29.3%) | loss: 3.132918 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,095 | mfu: 39.8% | epoch: 1 | remaining: 212s    
step 00884 (29.3%) | loss: 3.134498 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,518 | mfu: 39.2% | epoch: 1 | remaining: 212s    
step 00885 (29.3%) | loss: 3.138133 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,675 | mfu: 39.5% | epoch: 1 | remaining: 212s    
step 00886 (29.4%) | loss: 3.142639 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,578 | mfu: 39.7% | epoch: 1 | remaining: 212s    
step 00887 (29.4%) | loss: 3.137274 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,679 | mfu: 39.3% | epoch: 1 | remaining: 212s    
step 00888 (29.4%) | loss: 3.133547 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,635 | mfu: 39.2% | epoch: 1 | remaining: 212s    
step 00889 (29.5%) | loss: 3.136322 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,330 | mfu: 39.4% | epoch: 1 | remaining: 211s    
step 00890 (29.5%) | loss: 3.137762 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,688 | mfu: 39.3% | epoch: 1 | remaining: 211s    
step 00891 (29.5%) | loss: 3.135037 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,516 | mfu: 39.5% | epoch: 1 | remaining: 211s    
step 00892 (29.6%) | loss: 3.136351 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,188 | mfu: 39.1% | epoch: 1 | remaining: 211s    
step 00893 (29.6%) | loss: 3.136763 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,384 | mfu: 39.3% | epoch: 1 | remaining: 211s    
step 00894 (29.6%) | loss: 3.141829 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,115 | mfu: 39.3% | epoch: 1 | remaining: 211s    
step 00895 (29.7%) | loss: 3.138767 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,776 | mfu: 39.6% | epoch: 1 | remaining: 211s    
step 00896 (29.7%) | loss: 3.136536 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,740 | mfu: 39.6% | epoch: 1 | remaining: 211s    
step 00897 (29.7%) | loss: 3.134093 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,658 | mfu: 39.7% | epoch: 1 | remaining: 211s    
step 00898 (29.8%) | loss: 3.133370 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,938 | mfu: 39.6% | epoch: 1 | remaining: 211s    
step 00899 (29.8%) | loss: 3.139768 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,975 | mfu: 39.6% | epoch: 1 | remaining: 210s    
step 00900 (29.8%) | loss: 3.139116 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,142 | mfu: 39.5% | epoch: 1 | remaining: 210s    
step 00901 (29.9%) | loss: 3.141892 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,246 | mfu: 39.6% | epoch: 1 | remaining: 210s    
step 00902 (29.9%) | loss: 3.142559 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,435 | mfu: 39.6% | epoch: 1 | remaining: 210s    
step 00903 (29.9%) | loss: 3.146573 | lrm: 1.00 | dt: 109ms | tok/sec: 1,508,753 | mfu: 36.5% | epoch: 1 | remaining: 210s    
step 00904 (30.0%) | loss: 3.145378 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,462 | mfu: 39.9% | epoch: 1 | remaining: 210s    
step 00905 (30.0%) | loss: 3.144536 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,582 | mfu: 39.5% | epoch: 1 | remaining: 210s    
step 00906 (30.0%) | loss: 3.142043 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,113 | mfu: 39.6% | epoch: 1 | remaining: 210s    
step 00907 (30.1%) | loss: 3.143173 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,210 | mfu: 39.1% | epoch: 1 | remaining: 210s    
step 00908 (30.1%) | loss: 3.142142 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,065 | mfu: 39.3% | epoch: 1 | remaining: 210s    
step 00909 (30.1%) | loss: 3.145510 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,586 | mfu: 39.3% | epoch: 1 | remaining: 209s    
step 00910 (30.2%) | loss: 3.137583 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,238 | mfu: 39.4% | epoch: 1 | remaining: 209s    
step 00911 (30.2%) | loss: 3.139575 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,754 | mfu: 39.5% | epoch: 1 | remaining: 209s    
step 00912 (30.2%) | loss: 3.133629 | lrm: 1.00 | dt: 101ms | tok/sec: 1,624,370 | mfu: 39.2% | epoch: 1 | remaining: 209s    
step 00913 (30.3%) | loss: 3.136964 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,318 | mfu: 39.4% | epoch: 1 | remaining: 209s    
step 00914 (30.3%) | loss: 3.135879 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,269 | mfu: 39.6% | epoch: 1 | remaining: 209s    
step 00915 (30.3%) | loss: 3.140251 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,908 | mfu: 39.8% | epoch: 1 | remaining: 209s    
step 00916 (30.4%) | loss: 3.140745 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,805 | mfu: 39.4% | epoch: 1 | remaining: 209s    
step 00917 (30.4%) | loss: 3.138572 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,049 | mfu: 39.3% | epoch: 1 | remaining: 209s    
step 00918 (30.4%) | loss: 3.133723 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,369 | mfu: 39.4% | epoch: 1 | remaining: 209s    
step 00919 (30.5%) | loss: 3.134051 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,845 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00920 (30.5%) | loss: 3.130872 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,264 | mfu: 39.6% | epoch: 1 | remaining: 208s    
step 00921 (30.5%) | loss: 3.132597 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,267 | mfu: 39.1% | epoch: 1 | remaining: 208s    
step 00922 (30.6%) | loss: 3.132817 | lrm: 1.00 | dt: 101ms | tok/sec: 1,624,005 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00923 (30.6%) | loss: 3.135769 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,613 | mfu: 39.5% | epoch: 1 | remaining: 208s    
step 00924 (30.6%) | loss: 3.141870 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,808 | mfu: 39.9% | epoch: 1 | remaining: 208s    
step 00925 (30.7%) | loss: 3.144389 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,809 | mfu: 39.7% | epoch: 1 | remaining: 208s    
step 00926 (30.7%) | loss: 3.137302 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,369 | mfu: 39.3% | epoch: 1 | remaining: 208s    
step 00927 (30.7%) | loss: 3.140937 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,885 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00928 (30.8%) | loss: 3.131257 | lrm: 1.00 | dt: 102ms | tok/sec: 1,602,132 | mfu: 38.7% | epoch: 1 | remaining: 208s    
step 00929 (30.8%) | loss: 3.136668 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,303 | mfu: 39.4% | epoch: 1 | remaining: 207s    
step 00930 (30.8%) | loss: 3.133013 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,496 | mfu: 39.5% | epoch: 1 | remaining: 207s    
step 00931 (30.9%) | loss: 3.141309 | lrm: 1.00 | dt: 101ms | tok/sec: 1,615,195 | mfu: 39.0% | epoch: 1 | remaining: 207s    
step 00932 (30.9%) | loss: 3.140285 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,779 | mfu: 39.1% | epoch: 1 | remaining: 207s    
step 00933 (30.9%) | loss: 3.134992 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,876 | mfu: 39.3% | epoch: 1 | remaining: 207s    
step 00934 (31.0%) | loss: 3.132571 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,164 | mfu: 39.6% | epoch: 1 | remaining: 207s    
step 00935 (31.0%) | loss: 3.126777 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,184 | mfu: 39.2% | epoch: 1 | remaining: 207s    
step 00936 (31.0%) | loss: 3.127335 | lrm: 1.00 | dt: 101ms | tok/sec: 1,615,495 | mfu: 39.0% | epoch: 1 | remaining: 207s    
step 00937 (31.1%) | loss: 3.124040 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,331 | mfu: 39.3% | epoch: 1 | remaining: 207s    
step 00938 (31.1%) | loss: 3.120610 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,749 | mfu: 39.6% | epoch: 1 | remaining: 207s    
step 00939 (31.1%) | loss: 3.116030 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,500 | mfu: 39.3% | epoch: 1 | remaining: 206s    
step 00940 (31.2%) | loss: 3.115065 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,364 | mfu: 39.7% | epoch: 1 | remaining: 206s    
step 00941 (31.2%) | loss: 3.116858 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,117 | mfu: 39.2% | epoch: 1 | remaining: 206s    
