attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0070	55c0046c5ac3f2e06e9bc019d51fef1fb0900ef7	c63870566f467a18e7f5923d8958ab9f25323512	2026-08-15T16:15:10.480917+00:00	99.990000%	2192	keep	tie sixth aligned operand position pair	Representational positional integration: extend the qualified staged sharing to aligned positions 8 and 19, whose prior vectors differed by L2 0.0115; average only this new pair, preserve the five accepted ties and every other row, and test the resulting 16-parameter reduction.	0	0
attempt-0071	2e4d6a0218bf9560c245ef303185a166bad1993d	55c0046c5ac3f2e06e9bc019d51fef1fb0900ef7	2026-08-15T16:16:17.733261+00:00	99.990000%	2176	keep	tie seventh aligned operand position pair	Representational positional integration: add one shared row for aligned operand positions 6 and 17 (prior L2 distance 0.0120) on top of the six accepted pairs, initialized by their mean; all other architecture and training controls remain fixed for a 16-parameter test.	0	0
attempt-0072	488309755f04f0515bdd84fe13776c3164461c37	2e4d6a0218bf9560c245ef303185a166bad1993d	2026-08-15T16:17:24.228379+00:00	99.990000%	2160	keep	tie eighth aligned operand position pair	Representational positional integration: add aligned operand positions 1 and 12 (prior L2 distance 0.0192) as the eighth shared row, initialized by their average while preserving the seven qualified ties and all remaining independent positions; this tests another isolated 16-parameter reduction.	0	0
attempt-0073	9284e50982c3f0de8964d86bab3e13b9f4ba0a87	488309755f04f0515bdd84fe13776c3164461c37	2026-08-15T16:18:28.710684+00:00	99.990000%	2144	keep	tie ninth aligned operand position pair	Representational positional integration: add aligned most-significant operand positions 0 and 11 as the ninth shared row (prior L2 distance 0.0192), averaging only this pair and preserving the eight qualified ties; test the resulting 16-parameter reduction under unchanged controls.	0	0
attempt-0074	4db6945bda97e30a1f3e9b5f35a05fa156a1e84c	9284e50982c3f0de8964d86bab3e13b9f4ba0a87	2026-08-15T16:19:36.795325+00:00	99.990000%	2128	keep	tie final aligned operand position pair	Representational positional integration: complete the staged operand-column sharing by tying positions 9 and 20, the farthest original aligned pair (L2 distance 0.0355), while preserving the nine qualified shared rows and every delimiter/output position; this removes one final 16-parameter operand-position row.	0	0
attempt-0075	a2448270e43184f8c61fa69abf9f826013b5295e	4db6945bda97e30a1f3e9b5f35a05fa156a1e84c	2026-08-15T16:23:39.985554+00:00	99.990000%	2112	keep	interpolate answer position 23	Representational positional substitution: the retained answer-position trajectory is locally smooth, and row 23 has the smallest midpoint residual (0.0165); remove that learned row and reconstruct it deterministically as the average of learned rows 22 and 24, preserving all ten qualified operand ties and saving 16 parameters.	0	0
attempt-0076	f2045bcd9f210ecaf17c684eca50032098be1a97	a2448270e43184f8c61fa69abf9f826013b5295e	2026-08-15T16:25:56.653538+00:00	99.990000%	2096	keep	extend answer interpolation through position 24	Representational positional substitution: after row 23 interpolation qualified, remove adjacent learned row 24 so positions 23 and 24 are reconstructed at one-third and two-thirds between learned anchors 22 and 25; this tests one additional 16-parameter reduction while retaining all other learned anchors.	0	0
attempt-0077	d1e7a6432d730870d99e740b67737d808363c073	f2045bcd9f210ecaf17c684eca50032098be1a97	2026-08-15T16:29:44.523328+00:00	99.910000%	2080	keep	extend answer interpolation through position 25	Representational positional substitution: remove one more answer-position anchor, row 25, extending the qualified linear segment so rows 23-25 interpolate between learned endpoints 22 and 26; all operand ties and remaining position anchors are unchanged, for a further 16-parameter test.	0	0
attempt-0078	aa82fe842ea3239ece77af2273eb9cab2476b619	d1e7a6432d730870d99e740b67737d808363c073	2026-08-15T16:33:35.016173+00:00	99.760000%	2064	keep	extend answer interpolation through position 26	Representational positional substitution: extend the accepted interpolated answer segment by removing learned row 26, so positions 23-26 are linearly reconstructed between anchors 22 and 27; this is one additional 16-parameter change, tested despite the prior accuracy decline to locate the segment boundary.	0	0
attempt-0079	764b9d3b12c8d6cab60948d8029aa436a85583ca	aa82fe842ea3239ece77af2273eb9cab2476b619	2026-08-15T16:37:19.286775+00:00	99.460000%	2048	keep	extend answer interpolation through position 27	Representational positional substitution: remove answer-position anchor 27 after the four-row segment qualified, making positions 23-27 a deterministic linear path between learned anchors 22 and 28; this isolates one additional 16-parameter reduction while the incumbent remains above the official threshold.	0	0
attempt-0080	f40ea8b552eb8197e1225139fba664c3991315eb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T16:51:37.265909+00:00			error	extend answer interpolation through position 28	Representational positional substitution: remove learned row 28 and extend the answer-position line so positions 23-28 interpolate between anchors 22 and 29; this is a single 16-parameter boundary test motivated by the still-qualified but declining accuracy of the five-row segment.	0	
attempt-0081	6a5dfbe026c9889b70d6396712f2a9036b0acefb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T16:57:38.232966+00:00			error	interpolate answer position 29 separately	Representational positional substitution: retain the qualified 23-27 segment and leave its anchor 28 intact; independently remove row 29 and reconstruct it as the midpoint of learned rows 28 and 30, targeting its modest original midpoint residual without crossing the failed row-28 boundary, for a 16-parameter reduction.	0	
attempt-0082	a83a530bab135502af5ce0ae03b52f877e0884cb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T17:48:22.687478+00:00	99.590000%	2047	keep	prune smallest QKV scalar weight	Parameterization-preserving structured sparsity: replace the sole dense 48x16 QKV map with an exact sparse parameterization that fixes only flattened weight 558—the incumbent's smallest-magnitude scalar at 6.3e-06—to zero and stores all 767 survivors; attention organization is unchanged and the actual parameter count falls by one.	0	0
attempt-0083	03b2ae5fef25c3d6bc398a186d224eb3bb799208	a83a530bab135502af5ce0ae03b52f877e0884cb	2026-08-15T17:50:34.102105+00:00	99.610000%	2046	keep	prune next-smallest surviving QKV scalar	Parameterization-preserving staged sparsity with bounded optimization: add exactly the incumbent's smallest-magnitude surviving QKV scalar to the fixed-zero set, retain all other weights, and stop adaptation once the fixed internal test reaches 99.5%, a threshold motivated by the prior run's 99.59% official result and early best checkpoint.	0	0
attempt-0084	942e1d6d4c562f361333c37b3a1ffa4aea68fe7e	03b2ae5fef25c3d6bc398a186d224eb3bb799208	2026-08-15T17:51:43.894182+00:00	99.610000%	2045	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0085	670792c822fe5566afae62bebfe87a11fd622956	942e1d6d4c562f361333c37b3a1ffa4aea68fe7e	2026-08-15T18:07:33.378269+00:00	99.590000%	2044	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0086	0a5c0579cf3fecafc93db0f1e1bdceb4b218ced9	670792c822fe5566afae62bebfe87a11fd622956	2026-08-15T18:08:24.031722+00:00	99.610000%	2043	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0087	7c9cff88937ea2e0dc33835ee0ea7668849cd1e8	0a5c0579cf3fecafc93db0f1e1bdceb4b218ced9	2026-08-15T18:09:14.560730+00:00	99.610000%	2042	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0088	ffad9f80f0f49f6bb93abedda8e1c60871f90172	7c9cff88937ea2e0dc33835ee0ea7668849cd1e8	2026-08-15T18:14:27.177868+00:00	99.510000%	2041	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0089	ccd727f0d2c7329e666895bbf76d5296d87d2135	ffad9f80f0f49f6bb93abedda8e1c60871f90172	2026-08-15T18:15:49.039646+00:00	99.620000%	2040	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0090	2b219e4e3d67d2f5988a0d27109c76d655d3ac73	ccd727f0d2c7329e666895bbf76d5296d87d2135	2026-08-15T18:16:38.544214+00:00	99.540000%	2039	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0091	e3dd6114a673a020381ee29eec5c69b96f173b90	2b219e4e3d67d2f5988a0d27109c76d655d3ac73	2026-08-15T18:25:37.823383+00:00	99.560000%	2038	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0092	3267592628088767607af3b42c535398081f1468	e3dd6114a673a020381ee29eec5c69b96f173b90	2026-08-15T18:26:29.214908+00:00	99.600000%	2037	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0093	60d68188fc1e5a1f2bc8d0eaab9da23b146cda62	3267592628088767607af3b42c535398081f1468	2026-08-15T18:27:27.745742+00:00	99.620000%	2036	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0094	a2377b6f37c56050dc431cbc12a00b5526f992cc	60d68188fc1e5a1f2bc8d0eaab9da23b146cda62	2026-08-15T18:28:18.723826+00:00	99.630000%	2035	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0095	29c55b9507f5ff9aa24dc4ba3c0571775da80613	a2377b6f37c56050dc431cbc12a00b5526f992cc	2026-08-15T18:29:09.742017+00:00	99.610000%	2034	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0096	7b8bbf11b6278a33508203d853b558f26a1672d1	29c55b9507f5ff9aa24dc4ba3c0571775da80613	2026-08-15T18:30:23.337842+00:00	99.570000%	2033	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0097	390b9c4c4b2004eb331126166b4fe835d7820036	7b8bbf11b6278a33508203d853b558f26a1672d1	2026-08-15T18:31:15.113323+00:00	99.570000%	2032	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0098	41dd68bafd9c73664a470e01fcc6b7bf1cad5d6c	390b9c4c4b2004eb331126166b4fe835d7820036	2026-08-15T18:32:23.360569+00:00	99.780000%	2031	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0099	e3f9f06aef31a978a87535b0a3f52ae438e3fc61	41dd68bafd9c73664a470e01fcc6b7bf1cad5d6c	2026-08-15T18:33:14.570023+00:00	99.780000%	2030	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0100	641268de6ba7d8605b312f9febe079836093e8e1	e3f9f06aef31a978a87535b0a3f52ae438e3fc61	2026-08-15T18:34:05.445259+00:00	99.740000%	2029	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0101	1c051be5a5b9592f8a36e43afe942df6c3f6fc17	641268de6ba7d8605b312f9febe079836093e8e1	2026-08-15T18:36:06.819317+00:00	99.580000%	2028	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0102	67afd8d634be78cff52c8d9fdf381484afdbb10d	1c051be5a5b9592f8a36e43afe942df6c3f6fc17	2026-08-15T18:36:57.811264+00:00	99.580000%	2027	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0103	43293bcaa3c6843b6dd7b7060651b5c218ef7cbb	67afd8d634be78cff52c8d9fdf381484afdbb10d	2026-08-15T18:37:48.649637+00:00	99.580000%	2026	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0104	4a06df167722624a995f4959af18569352881fc9	43293bcaa3c6843b6dd7b7060651b5c218ef7cbb	2026-08-15T18:39:00.410456+00:00	99.580000%	2025	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0105	7307817ae6b6e947d524b9834b4cf8535066c4d6	4a06df167722624a995f4959af18569352881fc9	2026-08-15T18:39:52.139516+00:00	99.530000%	2024	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0106	16fe5fee63ff3d5a1e1ae9dc5f5feb5d1f90a565	7307817ae6b6e947d524b9834b4cf8535066c4d6	2026-08-15T18:40:49.996728+00:00	99.710000%	2023	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0107	edd2e66e7ce4f66bbceb47bd472c135da0a26608	16fe5fee63ff3d5a1e1ae9dc5f5feb5d1f90a565	2026-08-15T18:41:40.553843+00:00	99.700000%	2022	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0108	42eeb23f18da2daaf79c23bae7fa74b4f3205d5c	edd2e66e7ce4f66bbceb47bd472c135da0a26608	2026-08-15T18:42:39.239117+00:00	99.800000%	2021	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0109	08733e153a8097c8eefadaf167138f4fe3d1e99c	42eeb23f18da2daaf79c23bae7fa74b4f3205d5c	2026-08-15T18:43:30.908958+00:00	99.800000%	2020	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0110	0d3b875f1cb0bb319dca1f622ac2e56b1791998e	08733e153a8097c8eefadaf167138f4fe3d1e99c	2026-08-15T18:44:40.959237+00:00	99.760000%	2019	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0111	1dba4f4384215d9760254f99cf4054a70917b8c9	0d3b875f1cb0bb319dca1f622ac2e56b1791998e	2026-08-15T18:45:32.250081+00:00	99.870000%	2018	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0112	20e17152482f9653c7e28fa877fbbaaa393faf8e	1dba4f4384215d9760254f99cf4054a70917b8c9	2026-08-15T18:46:22.558076+00:00	99.870000%	2017	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0113	3ecb72562fe1a00db0f52ee1e7a0173c32389492	20e17152482f9653c7e28fa877fbbaaa393faf8e	2026-08-15T18:47:20.613990+00:00	99.860000%	2016	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0114	83eaba1ec45f5676ce82cd1f23fd3b8190cf76e1	3ecb72562fe1a00db0f52ee1e7a0173c32389492	2026-08-15T18:48:44.652851+00:00	99.860000%	2015	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0115	510ba33cc998c23c7b4feffcc6f34cb961d59b03	83eaba1ec45f5676ce82cd1f23fd3b8190cf76e1	2026-08-15T18:49:36.575758+00:00	99.860000%	2014	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0116	f58f7f5fb7e9a9c6e8efeaf91c668c4391a80998	510ba33cc998c23c7b4feffcc6f34cb961d59b03	2026-08-15T18:50:27.243890+00:00	99.730000%	2013	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0117	849908b019ff0b0132e63f1c7aaf631e6bc8ac9e	f58f7f5fb7e9a9c6e8efeaf91c668c4391a80998	2026-08-15T18:51:24.552234+00:00	99.910000%	2012	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0118	72962ac17c3f0123f78ffb45d0e70a5f868f408a	849908b019ff0b0132e63f1c7aaf631e6bc8ac9e	2026-08-15T18:52:37.603548+00:00	99.710000%	2011	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0119	bb2ed8c889e87d374a6dde0035c3f691d847ddda	72962ac17c3f0123f78ffb45d0e70a5f868f408a	2026-08-15T18:53:49.184585+00:00	99.650000%	2010	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0120	dcb60bd529b0faee7a6c6afd0e4e07bad38d29cf	bb2ed8c889e87d374a6dde0035c3f691d847ddda	2026-08-15T18:54:46.732735+00:00	99.710000%	2009	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0121	565f98c863d40e7d4d827bb9c4624fc7645038ab	dcb60bd529b0faee7a6c6afd0e4e07bad38d29cf	2026-08-15T18:55:55.494465+00:00	99.770000%	2008	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0122	eb0ac137955a742a90aa039827a0ff01f0d8b235	565f98c863d40e7d4d827bb9c4624fc7645038ab	2026-08-15T18:56:46.407311+00:00	99.770000%	2007	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0123	e04ddb786b3a920be6aa50c6e594b972e511a110	eb0ac137955a742a90aa039827a0ff01f0d8b235	2026-08-15T18:57:53.667867+00:00	99.920000%	2006	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0124	32cfeacc1a12f88669a090ae30ef7be9f10c3101	e04ddb786b3a920be6aa50c6e594b972e511a110	2026-08-15T18:58:44.715255+00:00	99.920000%	2005	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0125	e2f50a45fb49c7bdee64fc15c8ab992cb29c4088	32cfeacc1a12f88669a090ae30ef7be9f10c3101	2026-08-15T18:59:36.154194+00:00	99.920000%	2004	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0126	1047230b33396d521f43891626a35a3d8faeb7f7	e2f50a45fb49c7bdee64fc15c8ab992cb29c4088	2026-08-15T19:00:27.553666+00:00	99.920000%	2003	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0127	3fac69d7816f91977feb29d2644969a582171dbd	1047230b33396d521f43891626a35a3d8faeb7f7	2026-08-15T19:01:18.653623+00:00	99.930000%	2002	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0128	1cd7c2cf19de9e87c60e5ae41ae87224087aaf2f	3fac69d7816f91977feb29d2644969a582171dbd	2026-08-15T19:02:16.995665+00:00	99.880000%	2001	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0129	323c6c33a2ac89a779c27f156d39020772716a4e	1cd7c2cf19de9e87c60e5ae41ae87224087aaf2f	2026-08-15T19:03:08.783837+00:00	99.780000%	2000	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0130	a3bd2753ce688832b847b64e3aaec37153cdbae1	323c6c33a2ac89a779c27f156d39020772716a4e	2026-08-15T19:04:00.433662+00:00	99.780000%	1999	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0131	586e2da08813f85409f51dcf6d3e9a1e79dead18	a3bd2753ce688832b847b64e3aaec37153cdbae1	2026-08-15T19:05:00.886041+00:00	99.850000%	1998	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0132	e2cabde64029c673ad7e1ffbea0c4a7192694ea6	586e2da08813f85409f51dcf6d3e9a1e79dead18	2026-08-15T19:06:08.515285+00:00	99.550000%	1997	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
