Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 179549ms | tok/sec: 912 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00700 (23.2%) | loss: 3.187033 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,448 | mfu: 39.8% | epoch: 1 | remaining: 230s    
step 00701 (23.2%) | loss: 3.193165 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,613 | mfu: 39.3% | epoch: 1 | remaining: 230s    
step 00702 (23.3%) | loss: 3.188291 | lrm: 1.00 | dt: 101ms | tok/sec: 1,630,127 | mfu: 39.4% | epoch: 1 | remaining: 230s    
step 00703 (23.3%) | loss: 3.190605 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,878 | mfu: 39.7% | epoch: 1 | remaining: 230s    
step 00704 (23.3%) | loss: 3.189958 | lrm: 1.00 | dt: 105ms | tok/sec: 1,567,824 | mfu: 37.9% | epoch: 1 | remaining: 230s    
step 00705 (23.4%) | loss: 3.190602 | lrm: 1.00 | dt: 98ms | tok/sec: 1,676,685 | mfu: 40.5% | epoch: 1 | remaining: 230s    
step 00706 (23.4%) | loss: 3.194199 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,269 | mfu: 39.3% | epoch: 1 | remaining: 230s    
step 00707 (23.4%) | loss: 3.195245 | lrm: 1.00 | dt: 99ms | tok/sec: 1,646,957 | mfu: 39.8% | epoch: 1 | remaining: 230s    
step 00708 (23.5%) | loss: 3.198691 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,184 | mfu: 39.9% | epoch: 1 | remaining: 229s    
step 00709 (23.5%) | loss: 3.203319 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,844 | mfu: 39.4% | epoch: 1 | remaining: 229s    
step 00710 (23.5%) | loss: 3.193820 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,213 | mfu: 39.9% | epoch: 1 | remaining: 229s    
step 00711 (23.6%) | loss: 3.184905 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,493 | mfu: 39.9% | epoch: 1 | remaining: 229s    
step 00712 (23.6%) | loss: 3.186539 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,769 | mfu: 39.7% | epoch: 1 | remaining: 229s    
step 00713 (23.6%) | loss: 3.177729 | lrm: 1.00 | dt: 104ms | tok/sec: 1,577,176 | mfu: 38.1% | epoch: 1 | remaining: 229s    
step 00714 (23.7%) | loss: 3.179097 | lrm: 1.00 | dt: 98ms | tok/sec: 1,671,888 | mfu: 40.4% | epoch: 1 | remaining: 229s    
step 00715 (23.7%) | loss: 3.182484 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,159 | mfu: 39.8% | epoch: 1 | remaining: 229s    
step 00716 (23.7%) | loss: 3.183618 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,251 | mfu: 39.6% | epoch: 1 | remaining: 229s    
step 00717 (23.8%) | loss: 3.186136 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,186 | mfu: 39.8% | epoch: 1 | remaining: 229s    
step 00718 (23.8%) | loss: 3.184798 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,363 | mfu: 39.6% | epoch: 1 | remaining: 228s    
step 00719 (23.8%) | loss: 3.184191 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,120 | mfu: 39.7% | epoch: 1 | remaining: 228s    
step 00720 (23.9%) | loss: 3.189154 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,694 | mfu: 39.7% | epoch: 1 | remaining: 228s    
step 00721 (23.9%) | loss: 3.184779 | lrm: 1.00 | dt: 105ms | tok/sec: 1,565,681 | mfu: 37.8% | epoch: 1 | remaining: 228s    
step 00722 (23.9%) | loss: 3.189618 | lrm: 1.00 | dt: 98ms | tok/sec: 1,672,588 | mfu: 40.4% | epoch: 1 | remaining: 228s    
step 00723 (24.0%) | loss: 3.193503 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,794 | mfu: 39.4% | epoch: 1 | remaining: 228s    
step 00724 (24.0%) | loss: 3.194754 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,152 | mfu: 39.9% | epoch: 1 | remaining: 228s    
step 00725 (24.0%) | loss: 3.196551 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,565 | mfu: 39.7% | epoch: 1 | remaining: 228s    
step 00726 (24.1%) | loss: 3.196451 | lrm: 1.00 | dt: 103ms | tok/sec: 1,584,153 | mfu: 38.3% | epoch: 1 | remaining: 228s    
step 00727 (24.1%) | loss: 3.193978 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,854 | mfu: 40.1% | epoch: 1 | remaining: 228s    
step 00728 (24.1%) | loss: 3.191559 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,514 | mfu: 39.8% | epoch: 1 | remaining: 227s    
step 00729 (24.2%) | loss: 3.195633 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,532 | mfu: 40.1% | epoch: 1 | remaining: 227s    
step 00730 (24.2%) | loss: 3.196814 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,247 | mfu: 39.6% | epoch: 1 | remaining: 227s    
step 00731 (24.2%) | loss: 3.197834 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,128 | mfu: 39.9% | epoch: 1 | remaining: 227s    
step 00732 (24.3%) | loss: 3.192810 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,065 | mfu: 39.5% | epoch: 1 | remaining: 227s    
step 00733 (24.3%) | loss: 3.193093 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,221 | mfu: 39.6% | epoch: 1 | remaining: 227s    
step 00734 (24.3%) | loss: 3.191039 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,551 | mfu: 39.9% | epoch: 1 | remaining: 227s    
step 00735 (24.4%) | loss: 3.193611 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,978 | mfu: 39.4% | epoch: 1 | remaining: 227s    
step 00736 (24.4%) | loss: 3.197088 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,680 | mfu: 39.8% | epoch: 1 | remaining: 227s    
step 00737 (24.4%) | loss: 3.195560 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,971 | mfu: 39.8% | epoch: 1 | remaining: 227s    
step 00738 (24.5%) | loss: 3.199501 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,777 | mfu: 39.6% | epoch: 1 | remaining: 226s    
step 00739 (24.5%) | loss: 3.199530 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,090 | mfu: 39.7% | epoch: 1 | remaining: 226s    
step 00740 (24.5%) | loss: 3.199859 | lrm: 1.00 | dt: 105ms | tok/sec: 1,563,849 | mfu: 37.8% | epoch: 1 | remaining: 226s    
step 00741 (24.6%) | loss: 3.204453 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,775 | mfu: 39.9% | epoch: 1 | remaining: 226s    
step 00742 (24.6%) | loss: 3.195988 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,485 | mfu: 39.4% | epoch: 1 | remaining: 226s    
step 00743 (24.6%) | loss: 3.192193 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,038 | mfu: 39.8% | epoch: 1 | remaining: 226s    
step 00744 (24.7%) | loss: 3.187942 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,135 | mfu: 39.3% | epoch: 1 | remaining: 226s    
step 00745 (24.7%) | loss: 3.187277 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,599 | mfu: 39.5% | epoch: 1 | remaining: 226s    
step 00746 (24.7%) | loss: 3.189435 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,366 | mfu: 39.9% | epoch: 1 | remaining: 226s    
step 00747 (24.8%) | loss: 3.181309 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,687 | mfu: 39.7% | epoch: 1 | remaining: 226s    
step 00748 (24.8%) | loss: 3.185442 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,798 | mfu: 39.8% | epoch: 1 | remaining: 225s    
step 00749 (24.8%) | loss: 3.186797 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,050 | mfu: 39.6% | epoch: 1 | remaining: 225s    
step 00750 (24.9%) | loss: 3.195325 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,092 | mfu: 39.5% | epoch: 1 | remaining: 225s    
step 00751 (24.9%) | loss: 3.189630 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,644 | mfu: 39.4% | epoch: 1 | remaining: 225s    
step 00752 (24.9%) | loss: 3.187134 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,136 | mfu: 39.6% | epoch: 1 | remaining: 225s    
step 00753 (25.0%) | loss: 3.189660 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,096 | mfu: 39.6% | epoch: 1 | remaining: 225s    
step 00754 (25.0%) | loss: 3.186393 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,808 | mfu: 39.5% | epoch: 1 | remaining: 225s    
step 00755 (25.0%) | loss: 3.185413 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,127 | mfu: 39.5% | epoch: 1 | remaining: 225s    
step 00756 (25.1%) | loss: 3.184275 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,862 | mfu: 39.6% | epoch: 1 | remaining: 225s    
step 00757 (25.1%) | loss: 3.183982 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,855 | mfu: 39.2% | epoch: 1 | remaining: 225s    
step 00758 (25.1%) | loss: 3.186128 | lrm: 1.00 | dt: 110ms | tok/sec: 1,487,959 | mfu: 36.0% | epoch: 1 | remaining: 224s    
step 00759 (25.2%) | loss: 3.190258 | lrm: 1.00 | dt: 96ms | tok/sec: 1,699,366 | mfu: 41.1% | epoch: 1 | remaining: 224s    
step 00760 (25.2%) | loss: 3.184023 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,435 | mfu: 40.1% | epoch: 1 | remaining: 224s    
step 00761 (25.2%) | loss: 3.182440 | lrm: 1.00 | dt: 99ms | tok/sec: 1,657,484 | mfu: 40.0% | epoch: 1 | remaining: 224s    
step 00762 (25.3%) | loss: 3.187580 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,021 | mfu: 39.9% | epoch: 1 | remaining: 224s    
step 00763 (25.3%) | loss: 3.187593 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,713 | mfu: 39.6% | epoch: 1 | remaining: 224s    
step 00764 (25.3%) | loss: 3.186800 | lrm: 1.00 | dt: 103ms | tok/sec: 1,586,497 | mfu: 38.3% | epoch: 1 | remaining: 224s    
step 00765 (25.4%) | loss: 3.187345 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,970 | mfu: 40.2% | epoch: 1 | remaining: 224s    
step 00766 (25.4%) | loss: 3.187988 | lrm: 1.00 | dt: 127ms | tok/sec: 1,292,671 | mfu: 31.2% | epoch: 1 | remaining: 224s    
step 00767 (25.5%) | loss: 3.188650 | lrm: 1.00 | dt: 97ms | tok/sec: 1,681,897 | mfu: 40.6% | epoch: 1 | remaining: 224s    
step 00768 (25.5%) | loss: 3.186079 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,074 | mfu: 40.1% | epoch: 1 | remaining: 223s    
step 00769 (25.5%) | loss: 3.177598 | lrm: 1.00 | dt: 98ms | tok/sec: 1,670,076 | mfu: 40.4% | epoch: 1 | remaining: 223s    
step 00770 (25.6%) | loss: 3.175645 | lrm: 1.00 | dt: 120ms | tok/sec: 1,365,714 | mfu: 33.0% | epoch: 1 | remaining: 223s    
step 00771 (25.6%) | loss: 3.169998 | lrm: 1.00 | dt: 97ms | tok/sec: 1,688,563 | mfu: 40.8% | epoch: 1 | remaining: 223s    
step 00772 (25.6%) | loss: 3.164384 | lrm: 1.00 | dt: 97ms | tok/sec: 1,684,866 | mfu: 40.7% | epoch: 1 | remaining: 223s    
step 00773 (25.7%) | loss: 3.168182 | lrm: 1.00 | dt: 98ms | tok/sec: 1,665,926 | mfu: 40.3% | epoch: 1 | remaining: 223s    
step 00774 (25.7%) | loss: 3.167568 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,882 | mfu: 39.9% | epoch: 1 | remaining: 223s    
step 00775 (25.7%) | loss: 3.163908 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,605 | mfu: 39.5% | epoch: 1 | remaining: 223s    
step 00776 (25.8%) | loss: 3.167927 | lrm: 1.00 | dt: 104ms | tok/sec: 1,576,952 | mfu: 38.1% | epoch: 1 | remaining: 223s    
step 00777 (25.8%) | loss: 3.169931 | lrm: 1.00 | dt: 112ms | tok/sec: 1,458,123 | mfu: 35.2% | epoch: 1 | remaining: 223s    
step 00778 (25.8%) | loss: 3.175602 | lrm: 1.00 | dt: 96ms | tok/sec: 1,701,162 | mfu: 41.1% | epoch: 1 | remaining: 222s    
step 00779 (25.9%) | loss: 3.177338 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,866 | mfu: 39.6% | epoch: 1 | remaining: 222s    
step 00780 (25.9%) | loss: 3.178181 | lrm: 1.00 | dt: 104ms | tok/sec: 1,572,269 | mfu: 38.0% | epoch: 1 | remaining: 222s    
step 00781 (25.9%) | loss: 3.178497 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,389 | mfu: 39.9% | epoch: 1 | remaining: 222s    
step 00782 (26.0%) | loss: 3.178533 | lrm: 1.00 | dt: 98ms | tok/sec: 1,667,074 | mfu: 40.3% | epoch: 1 | remaining: 222s    
step 00783 (26.0%) | loss: 3.180922 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,281 | mfu: 39.8% | epoch: 1 | remaining: 222s    
step 00784 (26.0%) | loss: 3.186107 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,173 | mfu: 39.5% | epoch: 1 | remaining: 222s    
step 00785 (26.1%) | loss: 3.183909 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,475 | mfu: 39.4% | epoch: 1 | remaining: 222s    
step 00786 (26.1%) | loss: 3.170123 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,978 | mfu: 39.1% | epoch: 1 | remaining: 222s    
step 00787 (26.1%) | loss: 3.172316 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,737 | mfu: 39.6% | epoch: 1 | remaining: 222s    
step 00788 (26.2%) | loss: 3.167793 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,358 | mfu: 39.9% | epoch: 1 | remaining: 221s    
step 00789 (26.2%) | loss: 3.164376 | lrm: 1.00 | dt: 104ms | tok/sec: 1,572,520 | mfu: 38.0% | epoch: 1 | remaining: 221s    
step 00790 (26.2%) | loss: 3.168429 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,877 | mfu: 40.2% | epoch: 1 | remaining: 221s    
step 00791 (26.3%) | loss: 3.170729 | lrm: 1.00 | dt: 99ms | tok/sec: 1,655,575 | mfu: 40.0% | epoch: 1 | remaining: 221s    
step 00792 (26.3%) | loss: 3.161615 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,906 | mfu: 40.0% | epoch: 1 | remaining: 221s    
step 00793 (26.3%) | loss: 3.154691 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,802 | mfu: 40.0% | epoch: 1 | remaining: 221s    
step 00794 (26.4%) | loss: 3.156829 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,493 | mfu: 39.7% | epoch: 1 | remaining: 221s    
step 00795 (26.4%) | loss: 3.160074 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,348 | mfu: 39.1% | epoch: 1 | remaining: 221s    
step 00796 (26.4%) | loss: 3.162261 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,761 | mfu: 39.3% | epoch: 1 | remaining: 221s    
step 00797 (26.5%) | loss: 3.165632 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,443 | mfu: 39.8% | epoch: 1 | remaining: 221s    
step 00798 (26.5%) | loss: 3.166710 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,481 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00799 (26.5%) | loss: 3.170022 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,828 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00800 (26.6%) | loss: 3.164909 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,462 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00801 (26.6%) | loss: 3.159077 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,109 | mfu: 40.0% | epoch: 1 | remaining: 220s    
step 00802 (26.6%) | loss: 3.162539 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,293 | mfu: 39.8% | epoch: 1 | remaining: 220s    
step 00803 (26.7%) | loss: 3.164298 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,160 | mfu: 39.7% | epoch: 1 | remaining: 220s    
step 00804 (26.7%) | loss: 3.164028 | lrm: 1.00 | dt: 103ms | tok/sec: 1,597,670 | mfu: 38.6% | epoch: 1 | remaining: 220s    
step 00805 (26.7%) | loss: 3.166775 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,433 | mfu: 40.0% | epoch: 1 | remaining: 220s    
step 00806 (26.8%) | loss: 3.167021 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,964 | mfu: 39.6% | epoch: 1 | remaining: 220s    
step 00807 (26.8%) | loss: 3.168040 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,649 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00808 (26.8%) | loss: 3.170819 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,526 | mfu: 39.9% | epoch: 1 | remaining: 219s    
step 00809 (26.9%) | loss: 3.171965 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,970 | mfu: 39.7% | epoch: 1 | remaining: 219s    
step 00810 (26.9%) | loss: 3.173826 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,125 | mfu: 40.0% | epoch: 1 | remaining: 219s    
step 00811 (26.9%) | loss: 3.178157 | lrm: 1.00 | dt: 99ms | tok/sec: 1,662,778 | mfu: 40.2% | epoch: 1 | remaining: 219s    
step 00812 (27.0%) | loss: 3.173033 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,743 | mfu: 39.9% | epoch: 1 | remaining: 219s    
step 00813 (27.0%) | loss: 3.165942 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,760 | mfu: 39.7% | epoch: 1 | remaining: 219s    
step 00814 (27.0%) | loss: 3.162277 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,881 | mfu: 39.8% | epoch: 1 | remaining: 219s    
step 00815 (27.1%) | loss: 3.171016 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,036 | mfu: 39.6% | epoch: 1 | remaining: 219s    
step 00816 (27.1%) | loss: 3.162614 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,600 | mfu: 39.6% | epoch: 1 | remaining: 219s    
step 00817 (27.1%) | loss: 3.167473 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,688 | mfu: 39.9% | epoch: 1 | remaining: 219s    
step 00818 (27.2%) | loss: 3.170818 | lrm: 1.00 | dt: 111ms | tok/sec: 1,478,620 | mfu: 35.7% | epoch: 1 | remaining: 218s    
step 00819 (27.2%) | loss: 3.163971 | lrm: 1.00 | dt: 97ms | tok/sec: 1,687,249 | mfu: 40.8% | epoch: 1 | remaining: 218s    
step 00820 (27.2%) | loss: 3.164758 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,704 | mfu: 39.9% | epoch: 1 | remaining: 218s    
step 00821 (27.3%) | loss: 3.161463 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,520 | mfu: 40.1% | epoch: 1 | remaining: 218s    
step 00822 (27.3%) | loss: 3.162254 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,715 | mfu: 39.9% | epoch: 1 | remaining: 218s    
step 00823 (27.3%) | loss: 3.155593 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,546 | mfu: 39.7% | epoch: 1 | remaining: 218s    
step 00824 (27.4%) | loss: 3.155329 | lrm: 1.00 | dt: 115ms | tok/sec: 1,421,203 | mfu: 34.3% | epoch: 1 | remaining: 218s    
step 00825 (27.4%) | loss: 3.159991 | lrm: 1.00 | dt: 98ms | tok/sec: 1,667,681 | mfu: 40.3% | epoch: 1 | remaining: 218s    
step 00826 (27.4%) | loss: 3.161569 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,852 | mfu: 39.9% | epoch: 1 | remaining: 218s    
step 00827 (27.5%) | loss: 3.159181 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,811 | mfu: 39.6% | epoch: 1 | remaining: 218s    
step 00828 (27.5%) | loss: 3.154240 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,377 | mfu: 39.4% | epoch: 1 | remaining: 217s    
step 00829 (27.5%) | loss: 3.158542 | lrm: 1.00 | dt: 99ms | tok/sec: 1,658,981 | mfu: 40.1% | epoch: 1 | remaining: 217s    
step 00830 (27.6%) | loss: 3.160753 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,050 | mfu: 40.1% | epoch: 1 | remaining: 217s    
step 00831 (27.6%) | loss: 3.161002 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,437 | mfu: 40.1% | epoch: 1 | remaining: 217s    
step 00832 (27.6%) | loss: 3.164497 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,701 | mfu: 39.7% | epoch: 1 | remaining: 217s    
step 00833 (27.7%) | loss: 3.166017 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,074 | mfu: 39.6% | epoch: 1 | remaining: 217s    
step 00834 (27.7%) | loss: 3.162348 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,941 | mfu: 39.5% | epoch: 1 | remaining: 217s    
step 00835 (27.7%) | loss: 3.165021 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,319 | mfu: 39.9% | epoch: 1 | remaining: 217s    
step 00836 (27.8%) | loss: 3.158860 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,826 | mfu: 39.7% | epoch: 1 | remaining: 217s    
step 00837 (27.8%) | loss: 3.159856 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,136 | mfu: 39.7% | epoch: 1 | remaining: 217s    
step 00838 (27.8%) | loss: 3.161927 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,569 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00839 (27.9%) | loss: 3.164027 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,714 | mfu: 39.4% | epoch: 1 | remaining: 216s    
step 00840 (27.9%) | loss: 3.164556 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,114 | mfu: 39.9% | epoch: 1 | remaining: 216s    
step 00841 (27.9%) | loss: 3.160597 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,913 | mfu: 39.8% | epoch: 1 | remaining: 216s    
step 00842 (28.0%) | loss: 3.160949 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,996 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00843 (28.0%) | loss: 3.157571 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,772 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00844 (28.0%) | loss: 3.159727 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,109 | mfu: 39.4% | epoch: 1 | remaining: 216s    
step 00845 (28.1%) | loss: 3.160430 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,575 | mfu: 39.7% | epoch: 1 | remaining: 216s    
step 00846 (28.1%) | loss: 3.158388 | lrm: 1.00 | dt: 99ms | tok/sec: 1,646,807 | mfu: 39.8% | epoch: 1 | remaining: 216s    
step 00847 (28.1%) | loss: 3.160696 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,912 | mfu: 39.8% | epoch: 1 | remaining: 216s    
step 00848 (28.2%) | loss: 3.160901 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,729 | mfu: 39.6% | epoch: 1 | remaining: 215s    
step 00849 (28.2%) | loss: 3.155015 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,116 | mfu: 39.7% | epoch: 1 | remaining: 215s    
step 00850 (28.2%) | loss: 3.156799 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,534 | mfu: 39.8% | epoch: 1 | remaining: 215s    
step 00851 (28.3%) | loss: 3.152313 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,446 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00852 (28.3%) | loss: 3.159973 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,210 | mfu: 39.1% | epoch: 1 | remaining: 215s    
step 00853 (28.3%) | loss: 3.153277 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,540 | mfu: 39.7% | epoch: 1 | remaining: 215s    
step 00854 (28.4%) | loss: 3.156042 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,112 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00855 (28.4%) | loss: 3.150852 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,431 | mfu: 39.8% | epoch: 1 | remaining: 215s    
step 00856 (28.4%) | loss: 3.150108 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,878 | mfu: 39.5% | epoch: 1 | remaining: 215s    
step 00857 (28.5%) | loss: 3.147059 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,638 | mfu: 39.5% | epoch: 1 | remaining: 215s    
step 00858 (28.5%) | loss: 3.142761 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,801 | mfu: 39.5% | epoch: 1 | remaining: 214s    
step 00859 (28.5%) | loss: 3.140098 | lrm: 1.00 | dt: 102ms | tok/sec: 1,610,060 | mfu: 38.9% | epoch: 1 | remaining: 214s    
step 00860 (28.6%) | loss: 3.149605 | lrm: 1.00 | dt: 111ms | tok/sec: 1,475,252 | mfu: 35.6% | epoch: 1 | remaining: 214s    
step 00861 (28.6%) | loss: 3.151829 | lrm: 1.00 | dt: 97ms | tok/sec: 1,689,373 | mfu: 40.8% | epoch: 1 | remaining: 214s    
step 00862 (28.6%) | loss: 3.150664 | lrm: 1.00 | dt: 99ms | tok/sec: 1,657,360 | mfu: 40.0% | epoch: 1 | remaining: 214s    
step 00863 (28.7%) | loss: 3.146652 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,740 | mfu: 39.7% | epoch: 1 | remaining: 214s    
step 00864 (28.7%) | loss: 3.149794 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,121 | mfu: 39.4% | epoch: 1 | remaining: 214s    
step 00865 (28.7%) | loss: 3.149749 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,470 | mfu: 39.9% | epoch: 1 | remaining: 214s    
step 00866 (28.8%) | loss: 3.152531 | lrm: 1.00 | dt: 102ms | tok/sec: 1,607,616 | mfu: 38.8% | epoch: 1 | remaining: 214s    
step 00867 (28.8%) | loss: 3.151542 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,678 | mfu: 40.0% | epoch: 1 | remaining: 214s    
