attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0070	55c0046c5ac3f2e06e9bc019d51fef1fb0900ef7	c63870566f467a18e7f5923d8958ab9f25323512	2026-08-15T16:15:10.480917+00:00	99.990000%	2192	keep	tie sixth aligned operand position pair	Representational positional integration: extend the qualified staged sharing to aligned positions 8 and 19, whose prior vectors differed by L2 0.0115; average only this new pair, preserve the five accepted ties and every other row, and test the resulting 16-parameter reduction.	0	0
attempt-0071	2e4d6a0218bf9560c245ef303185a166bad1993d	55c0046c5ac3f2e06e9bc019d51fef1fb0900ef7	2026-08-15T16:16:17.733261+00:00	99.990000%	2176	keep	tie seventh aligned operand position pair	Representational positional integration: add one shared row for aligned operand positions 6 and 17 (prior L2 distance 0.0120) on top of the six accepted pairs, initialized by their mean; all other architecture and training controls remain fixed for a 16-parameter test.	0	0
attempt-0072	488309755f04f0515bdd84fe13776c3164461c37	2e4d6a0218bf9560c245ef303185a166bad1993d	2026-08-15T16:17:24.228379+00:00	99.990000%	2160	keep	tie eighth aligned operand position pair	Representational positional integration: add aligned operand positions 1 and 12 (prior L2 distance 0.0192) as the eighth shared row, initialized by their average while preserving the seven qualified ties and all remaining independent positions; this tests another isolated 16-parameter reduction.	0	0
attempt-0073	9284e50982c3f0de8964d86bab3e13b9f4ba0a87	488309755f04f0515bdd84fe13776c3164461c37	2026-08-15T16:18:28.710684+00:00	99.990000%	2144	keep	tie ninth aligned operand position pair	Representational positional integration: add aligned most-significant operand positions 0 and 11 as the ninth shared row (prior L2 distance 0.0192), averaging only this pair and preserving the eight qualified ties; test the resulting 16-parameter reduction under unchanged controls.	0	0
attempt-0074	4db6945bda97e30a1f3e9b5f35a05fa156a1e84c	9284e50982c3f0de8964d86bab3e13b9f4ba0a87	2026-08-15T16:19:36.795325+00:00	99.990000%	2128	keep	tie final aligned operand position pair	Representational positional integration: complete the staged operand-column sharing by tying positions 9 and 20, the farthest original aligned pair (L2 distance 0.0355), while preserving the nine qualified shared rows and every delimiter/output position; this removes one final 16-parameter operand-position row.	0	0
attempt-0075	a2448270e43184f8c61fa69abf9f826013b5295e	4db6945bda97e30a1f3e9b5f35a05fa156a1e84c	2026-08-15T16:23:39.985554+00:00	99.990000%	2112	keep	interpolate answer position 23	Representational positional substitution: the retained answer-position trajectory is locally smooth, and row 23 has the smallest midpoint residual (0.0165); remove that learned row and reconstruct it deterministically as the average of learned rows 22 and 24, preserving all ten qualified operand ties and saving 16 parameters.	0	0
attempt-0076	f2045bcd9f210ecaf17c684eca50032098be1a97	a2448270e43184f8c61fa69abf9f826013b5295e	2026-08-15T16:25:56.653538+00:00	99.990000%	2096	keep	extend answer interpolation through position 24	Representational positional substitution: after row 23 interpolation qualified, remove adjacent learned row 24 so positions 23 and 24 are reconstructed at one-third and two-thirds between learned anchors 22 and 25; this tests one additional 16-parameter reduction while retaining all other learned anchors.	0	0
attempt-0077	d1e7a6432d730870d99e740b67737d808363c073	f2045bcd9f210ecaf17c684eca50032098be1a97	2026-08-15T16:29:44.523328+00:00	99.910000%	2080	keep	extend answer interpolation through position 25	Representational positional substitution: remove one more answer-position anchor, row 25, extending the qualified linear segment so rows 23-25 interpolate between learned endpoints 22 and 26; all operand ties and remaining position anchors are unchanged, for a further 16-parameter test.	0	0
attempt-0078	aa82fe842ea3239ece77af2273eb9cab2476b619	d1e7a6432d730870d99e740b67737d808363c073	2026-08-15T16:33:35.016173+00:00	99.760000%	2064	keep	extend answer interpolation through position 26	Representational positional substitution: extend the accepted interpolated answer segment by removing learned row 26, so positions 23-26 are linearly reconstructed between anchors 22 and 27; this is one additional 16-parameter change, tested despite the prior accuracy decline to locate the segment boundary.	0	0
attempt-0079	764b9d3b12c8d6cab60948d8029aa436a85583ca	aa82fe842ea3239ece77af2273eb9cab2476b619	2026-08-15T16:37:19.286775+00:00	99.460000%	2048	keep	extend answer interpolation through position 27	Representational positional substitution: remove answer-position anchor 27 after the four-row segment qualified, making positions 23-27 a deterministic linear path between learned anchors 22 and 28; this isolates one additional 16-parameter reduction while the incumbent remains above the official threshold.	0	0
attempt-0080	f40ea8b552eb8197e1225139fba664c3991315eb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T16:51:37.265909+00:00			error	extend answer interpolation through position 28	Representational positional substitution: remove learned row 28 and extend the answer-position line so positions 23-28 interpolate between anchors 22 and 29; this is a single 16-parameter boundary test motivated by the still-qualified but declining accuracy of the five-row segment.	0	
attempt-0081	6a5dfbe026c9889b70d6396712f2a9036b0acefb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T16:57:38.232966+00:00			error	interpolate answer position 29 separately	Representational positional substitution: retain the qualified 23-27 segment and leave its anchor 28 intact; independently remove row 29 and reconstruct it as the midpoint of learned rows 28 and 30, targeting its modest original midpoint residual without crossing the failed row-28 boundary, for a 16-parameter reduction.	0	
attempt-0082	a83a530bab135502af5ce0ae03b52f877e0884cb	764b9d3b12c8d6cab60948d8029aa436a85583ca	2026-08-15T17:48:22.687478+00:00	99.590000%	2047	keep	prune smallest QKV scalar weight	Parameterization-preserving structured sparsity: replace the sole dense 48x16 QKV map with an exact sparse parameterization that fixes only flattened weight 558—the incumbent's smallest-magnitude scalar at 6.3e-06—to zero and stores all 767 survivors; attention organization is unchanged and the actual parameter count falls by one.	0	0
attempt-0083	03b2ae5fef25c3d6bc398a186d224eb3bb799208	a83a530bab135502af5ce0ae03b52f877e0884cb	2026-08-15T17:50:34.102105+00:00	99.610000%	2046	keep	prune next-smallest surviving QKV scalar	Parameterization-preserving staged sparsity with bounded optimization: add exactly the incumbent's smallest-magnitude surviving QKV scalar to the fixed-zero set, retain all other weights, and stop adaptation once the fixed internal test reaches 99.5%, a threshold motivated by the prior run's 99.59% official result and early best checkpoint.	0	0
attempt-0084	942e1d6d4c562f361333c37b3a1ffa4aea68fe7e	03b2ae5fef25c3d6bc398a186d224eb3bb799208	2026-08-15T17:51:43.894182+00:00	99.610000%	2045	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
